Topic,Count,Name,Representation,Representative_Docs
38,46,38_pembenci_mohon_maaf_bagi,"['pembenci', 'mohon', 'maaf', 'bagi', 'para', 'presiden', '', '', '', '']","['mohon maaf bagi para pembenci presiden', 'mohon maaf bagi para pembenci presiden', 'mohon maaf bagi para pembenci presiden']"
39,45,39_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'berpendirian', 'bermitra', 'sungkantakut', 'iraq', 'penurut', 'south']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
40,45,40_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'berpendirian', 'bermitra', 'sungkantakut', 'iraq', 'penurut', 'south']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
41,44,41_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'berpendirian', 'bermitra', 'sungkantakut', 'iraq', 'penurut', 'south']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
42,43,42_kinerjanya_biasanya_sedikit_kementrian,"['kinerjanya', 'biasanya', 'sedikit', 'kementrian', 'rasanya', 'bagus', 'bawah', 'gimana', 'ya', 'salah']","['biasanya salah satu dari sedikit kementrian yg kinerjanya bagus ya kemenlu sekarang gimana ya rasanya mereka kerja di bawah orang ini', 'biasanya salah satu dari sedikit kementrian yg kinerjanya bagus ya kemenlu sekarang gimana ya rasanya mereka kerja di bawah orang ini', 'biasanya salah satu dari sedikit kementrian yg kinerjanya bagus ya kemenlu sekarang gimana ya rasanya mereka kerja di bawah orang ini']"
43,43,43_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'berpendirian', 'bermitra', 'sungkantakut', 'iraq', 'penurut', 'south']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
44,43,44_sekolah_rakyat_makin_kesehatan,"['sekolah', 'rakyat', 'makin', 'kesehatan', 'mbg', 'lewat', 'gratis', 'skrining', 'prabowo', 'buktiin']","['presiden prabowo selalu support inovasi pendidikan sekolah rakyat jadi bukti nyata', 'presiden prabowo buktiin pendidikan bisa jadi kunci keluar dari kemiskinan lewat sekolah rakyat', 'presiden prabowo buktikan komitmen lewat sekolah rakyat rakyat makin percaya diri']"
45,42,45_pemerintah_pulihkan_pasca_bangkit,"['pemerintah', 'pulihkan', 'pasca', 'bangkit', 'jajaran', 'infrastruktur', 'darurat', 'berdiskusi', 'akses', 'prabowo']","['dalam diskusi bersama jajaran pemerintah presiden prabowo menekankan percepatan akses darurat prabowo pulihkan infrastruktur sebagai jalan agar masyarakat bangkit pasca bencana', 'presiden prabowo berdiskusi bersama jajaran pemerintah membahas percepatan akses darurat agar aktivitas warga kembali normal prabowo pulihkan infrastruktur demi masyarakat bangkit pasca bencana', 'presiden prabowo berdiskusi dengan jajaran pemerintah untuk percepatan akses darurat demi rakyat prabowo pulihkan infrastruktur agar wilayah terdampak bisa bangkit pasca bencana']"
46,41,46_datang_rekonstruksi_pascabencana_bangun,"['datang', 'rekonstruksi', 'pascabencana', 'bangun', 'jalan', 'listrik', 'kembali', 'rumah', 'membawa', 'kalinya']","['tiga kali datang bukan sekadar simbol presiden prabowo memastikan negara kerja prabowo bangun kembali melalui rekonstruksi pascabencana rumah rusak diganti jalan listrik dibangun ulang gotong royong jadi kunci', 'di tengah medan berat presiden datang lagi untuk ketiga kalinya membawa pesan prabowo bangun kembali lewat rekonstruksi pascabencana semua rumah rusak akan diganti negara bergerak meski kondisi lapangan sulit', 'untuk ketiga kalinya presiden prabowo datang memastikan prabowo bangun kembali melalui rekonstruksi pascabencana']"
47,41,47_beradab_nicolas_mengecam_keluarkan,"['beradab', 'nicolas', 'mengecam', 'keluarkan', 'sebagian', 'maduro', 'bangsa', 'besar', 'menculik', 'pemimpin']","['sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia', 'sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia', 'sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia']"
48,41,48_ladang_tangerang_jagung_bantarpanjang,"['ladang', 'tangerang', 'jagung', 'bantarpanjang', 'tigaraksa', 'terbengkalai', 'polresta', 'ditumbuhi', 'diresmikan', 'rumput']","['polresta tangerang akan melakukan evaluasi terhadap ladang jagung yang terbengkalai dan ditumbuhi rumput liar di desa bantarpanjang kecamatan tigaraksa kabupaten tangerang banten ladang jagung ini sebelumnya diresmikan wakil presiden ri gibran rakabuming raka untuk program', 'polresta tangerang akan melakukan evaluasi terhadap ladang jagung yang terbengkalai dan ditumbuhi rumput liar di desa bantarpanjang kecamatan tigaraksa kabupaten tangerang banten ladang jagung ini sebelumnya diresmikan wakil presiden ri gibran rakabuming raka untuk program', 'polresta tangerang akan melakukan evaluasi terhadap ladang jagung yang terbengkalai dan ditumbuhi rumput liar di desa bantarpanjang kecamatan tigaraksa kabupaten tangerang banten ladang jagung ini sebelumnya diresmikan wakil presiden ri gibran rakabuming raka untuk program']"
49,41,49_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'berpendirian', 'bermitra', 'sungkantakut', 'iraq', 'penurut', 'south']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
50,41,50_ruupemilu_selangkah_menyusun_mengegolkannya,"['ruupemilu', 'selangkah', 'menyusun', 'mengegolkannya', 'skenario', 'politikus', 'tempo', 'pemilihan', 'sistem', 'ambisi']","['ambisi presiden prabowo subianto mengganti sistem pemilihan kepala daerah tinggal selangkah lagi para politikus menyusun skenario untuk mengegolkannya tempo ruupemilu pilkada', 'ambisi presiden prabowo subianto mengganti sistem pemilihan kepala daerah tinggal selangkah lagi para politikus menyusun skenario untuk mengegolkannya tempo ruupemilu pilkada', 'ambisi presiden prabowo subianto mengganti sistem pemilihan kepala daerah tinggal selangkah lagi para politikus menyusun skenario untuk mengegolkannya tempo ruupemilu pilkada']"
51,40,51_tau_kalo_diculik_info,"['tau', 'kalo', 'diculik', 'info', 'cari', 'menculik', 'mana', 'sih', 'soal', 'aku']","['kalo mau tau soal presiden diculik cari info di mana ya kalo presiden menculik sih aku udah tau', 'kalo mau tau soal presiden diculik cari info di mana ya kalo presiden menculik sih aku udah tau', 'kalo mau tau soal presiden diculik cari info di mana ya kalo presiden menculik sih aku udah tau']"
52,40,52_juga_aku_kerja_gue,"['juga', 'aku', 'kerja', 'gue', 'ga', 'nder', 'tumbler', 'englishnya', 'notif', 'kek']","['sama nder aku juga kaya gitu aku juga sematin nomorku sendiri trs tb jd ganti ke nama grup kerja aku trs ganti lagi nama grup yg lain dan nama org yang ada di room chat itu aneh bgt takut salah kirim', 'aku balik lagi kak posisi baru banget pulang kerja terus sama ortu mau di jodohin sama seseorang aku ga mau kak aku juga belum mau nikah katanya hidup itu pilihan tapi kenapa hidup ku ngga pengen kabur rasanya aku juga berhak menentukan pilihan ku sendiri', 'kek mana rumah mau jalan kalo yg kerja aku doang urusan rumah ke aku makan ke aku sekarang utang juga ke aku jadi orang tua ga bisa mikir']"
53,40,53_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'berpendirian', 'bermitra', 'sungkantakut', 'iraq', 'penurut', 'south']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
54,40,54_layaknya_inkompetensi_dino_betapa,"['layaknya', 'inkompetensi', 'dino', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
55,39,55_layaknya_inkompetensi_dino_betapa,"['layaknya', 'inkompetensi', 'dino', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
56,39,56_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'berpendirian', 'bermitra', 'sungkantakut', 'iraq', 'penurut', 'south']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
57,39,57_inkompetensi_layaknya_dino_betapa,"['inkompetensi', 'layaknya', 'dino', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
58,38,58_layaknya_inkompetensi_dino_betapa,"['layaknya', 'inkompetensi', 'dino', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
59,38,59_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'berpendirian', 'bermitra', 'sungkantakut', 'iraq', 'penurut', 'south']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
60,38,60_pasca_pulihkan_bangkit_infrastruktur,"['pasca', 'pulihkan', 'bangkit', 'infrastruktur', 'darurat', 'akses', 'bencana', 'prabowo', 'masyarakat', 'pembangunan']","['presiden prabowo memastikan pembangunan akses darurat dipercepat supaya ekonomi warga kembali bergerak prabowo pulihkan infrastruktur sebagai jalan menuju bangkit pasca bencana', 'presiden prabowo mendorong percepatan pembangunan jalur darurat prabowo pulihkan infrastruktur untuk bangkit pasca bencana', 'presiden prabowo mendorong pembangunan akses darurat prabowo pulihkan infrastruktur supaya warga bangkit pasca bencana']"
61,37,61_melimpah_nuklirnya_perlakuan_sumberdaya,"['melimpah', 'nuklirnya', 'perlakuan', 'sumberdaya', 'berlalu', 'tampak', 'dijajah', 'akal', 'nuklir', 'aturan']","['dulu dianggap orang gila dengan ambisi nuklirnya sekarang tampak masuk akal perlakuan trump terhadap pelanggaran kedaulatan venezuela bukti bahwa aturan internasional tidak lagi berlalu negara dg sumberdaya melimpah tanpa senjata nuklir hanya nunggu waktu saja untuk dijajah', 'dulu dianggap orang gila dengan ambisi nuklirnya sekarang tampak masuk akal perlakuan trump terhadap pelanggaran kedaulatan venezuela bukti bahwa aturan internasional tidak lagi berlalu negara dg sumberdaya melimpah tanpa senjata nuklir hanya nunggu waktu saja untuk dijajah', 'dulu dianggap orang gila dengan ambisi nuklirnya sekarang tampak masuk akal perlakuan trump terhadap pelanggaran kedaulatan venezuela bukti bahwa aturan internasional tidak lagi berlalu negara dg sumberdaya melimpah tanpa senjata nuklir hanya nunggu waktu saja untuk dijajah']"
62,37,62_tau_kalo_diculik_info,"['tau', 'kalo', 'diculik', 'info', 'cari', 'menculik', 'mana', 'sih', 'soal', 'aku']","['kalo mau tau soal presiden diculik cari info di mana ya kalo presiden menculik sih aku udah tau', 'kalo mau tau soal presiden diculik cari info di mana ya kalo presiden menculik sih aku udah tau', 'kalo mau tau soal presiden diculik cari info di mana ya kalo presiden menculik sih aku udah tau']"
63,37,63_beradab_nicolas_mengecam_keluarkan,"['beradab', 'nicolas', 'mengecam', 'keluarkan', 'sebagian', 'maduro', 'bangsa', 'besar', 'menculik', 'pemimpin']","['sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia', 'sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia', 'sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia']"
64,37,64_tanziha_dimainin_kualat_dirapel,"['tanziha', 'dimainin', 'kualat', 'dirapel', 'ikeu', 'dikorupsi', 'pakar', 'bgn', 'ingat', 'isinya']","['mbg dirapel buat satu minggu tapi isinya seperti ini jadi ingat kata dewan pakar bgn ikeu tanziha harus bersyukur gw mau tanya nih kira yang begini dikorupsi atau gak pak rakyat kecil jgn dimainin trus nanti kualat cc', 'mbg dirapel buat satu minggu tapi isinya seperti ini jadi ingat kata dewan pakar bgn ikeu tanziha harus bersyukur gw mau tanya nih kira yang begini dikorupsi atau gak pak rakyat kecil jgn dimainin trus nanti kualat cc', 'mbg dirapel buat satu minggu tapi isinya seperti ini jadi ingat kata dewan pakar bgn ikeu tanziha harus bersyukur gw mau tanya nih kira yang begini dikorupsi atau gak pak rakyat kecil jgn dimainin trus nanti kualat cc']"
65,37,65_hrs_saudi_arabia_dipojokkan,"['hrs', 'saudi', 'arabia', 'dipojokkan', 'ironis', 'reynhard', 'ahlanwasahlanibhrs', 'kriminal', 'super', 'sungguh']","['reynhard di inggris yg jelas super kriminal n memalukan indonesia diberi bantuan hukum habib rizieq shihab hrs di saudi arabia malah dipojokkan pernyataan menko n dubes ri di saudi sungguh tak adil n ironis selamat datang hrs ahlanwasahlanibhrs', 'reynhard di inggris yg jelas super kriminal n memalukan indonesia diberi bantuan hukum habib rizieq shihab hrs di saudi arabia malah dipojokkan pernyataan menko n dubes ri di saudi sungguh tak adil n ironis selamat datang hrs ahlanwasahlanibhrs', 'reynhard di inggris yg jelas super kriminal n memalukan indonesia diberi bantuan hukum habib rizieq shihab hrs di saudi arabia malah dipojokkan pernyataan menko n dubes ri di saudi sungguh tak adil n ironis selamat datang hrs ahlanwasahlanibhrs']"
66,36,66_gaza_israel_hamas_perdamaian,"['gaza', 'israel', 'hamas', 'perdamaian', 'gencatan', 'senjata', 'onim', 'npc', 'tolak', 'mandat']","['menlu turkiye hamas tunjukkan niat positif untuk perdamaian gaza permanen israel harus miliki sikap sama', 'menlu turkiye hamas tunjukkan niat positif untuk perdamaian gaza permanen israel harus miliki sikap sama', 'menlu turkiye hamas tunjukkan niat positif untuk perdamaian gaza permanen israel harus miliki sikap sama']"
67,36,67_iran_araghchi_lebanon_kami,"['iran', 'araghchi', 'lebanon', 'kami', 'abbas', 'perundingan', 'nuklir', 'isr', 'menlu', 'rubio']","['menlu iran lontarkan tuduhan keras sebut as tidak jujur dalam isu global terutama soal sanksi dan perjanjian nuklir baca detail kecaman diplomatik iran narayapost iran as diplomasi geopolitik timurtengah', 'menlu iran araghchi tetanggatetangga kami adalah prioritas kami ini adalah prinsip terpenting dalam kebijakan luar negeri republik islam iran hubungan republik islam iran dengan federasi rusia adalah sebuah kemitraan strategis', 'pejabat saudi kunjungi iran untuk bahas gaza amp suriah wakil menlu saudi saud bin mohammed alsati akan melakukan perjalanan ke iran untuk membahas hubungan bilateral dan isu regional menurut kemenlu iran via wana ia juga dijadwalkan bertemu menlu iran abbas araghchi']"
